id,type,title,source.database,source.author,source.author_id,source.poem_id,source.collected,source.processed,content.full_text,content.poem_lines,content.line_count,content.char_count,metadata.persona,metadata.time_period,metadata.place,metadata.poem_type,metadata.poem_type_detail,metadata.rhyme_category,metadata.has_allusions,metadata.allusion_count,metadata.has_annotations,metadata.annotation_count,metadata.language,metadata.formality,metadata.content_category
dufu_31146,poem,船下夔州郭宿雨濕不得上岸別王十二判官,CNKGraph.Writings.xml,杜甫,17270,31146,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737880,"Title: 船下夔州郭宿雨濕不得上岸別王十二判官

Poem:
依沙宿舸船，
石瀨月娟娟。
風起春燈亂，
江鳴夜雨懸。
晨鐘雲外濕，
勝地石堂煙。
柔櫓輕鷗外，
含悽覺汝賢。

Creation Information:
Date: 766年
Place: CN500235

Literary Characteristics:
Type: 律詩
Rhyme: 先

Annotations:
  - 一作二十
  - 一作岸
  - 一作偏
  - 一作情
","['依沙宿舸船，', '石瀨月娟娟。', '風起春燈亂，', '江鳴夜雨懸。', '晨鐘雲外濕，', '勝地石堂煙。', '柔櫓輕鷗外，', '含悽覺汝賢。']",8,48,Du Fu (杜甫),766年,CN500235,律詩,WuLv,先,False,0,True,4,Classical Chinese,Formal,poetry
dufu_31106,poem,宿江邊閣,CNKGraph.Writings.xml,杜甫,17270,31106,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737882,"Title: 宿江邊閣

Poem:
暝色延山徑，
高齋次水門。
薄雲巖際宿，
孤月浪中飜。
鸛鶴追飛靜，
豺狼得食喧。
不眠憂戰伐，
無力正乾坤。

Creation Information:
Date: 766年
Place: CN500236,西阁

Literary Characteristics:
Type: 律詩
Rhyme: 元

Annotations:
  - 即後西閣
  - 一作盡
","['暝色延山徑，', '高齋次水門。', '薄雲巖際宿，', '孤月浪中飜。', '鸛鶴追飛靜，', '豺狼得食喧。', '不眠憂戰伐，', '無力正乾坤。']",8,48,Du Fu (杜甫),766年,"CN500236,西阁",律詩,WuLv,元,False,0,True,2,Classical Chinese,Formal,poetry
dufu_30822,poem,夜宿西閣曉呈元二十一曹長,CNKGraph.Writings.xml,杜甫,17270,30822,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737886,"Title: 夜宿西閣曉呈元二十一曹長

Poem:
城暗更籌急，
樓高雨雪微。
稍通綃幕霽，
遠帶玉繩稀。
門鵲晨光起，
牆烏宿處飛。
寒江流甚細，
有意待人歸。

Creation Information:
Date: 766年
Place: CN500236,西阁

Literary Characteristics:
Type: 律詩
Rhyme: 微

Annotations:
  - 一作喜
  - 一作檣
","['城暗更籌急，', '樓高雨雪微。', '稍通綃幕霽，', '遠帶玉繩稀。', '門鵲晨光起，', '牆烏宿處飛。', '寒江流甚細，', '有意待人歸。']",8,48,Du Fu (杜甫),766年,"CN500236,西阁",律詩,WuLv,微,False,0,True,2,Classical Chinese,Formal,poetry
dufu_30750,poem,西閣口號,CNKGraph.Writings.xml,杜甫,17270,30750,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737889,"Title: 西閣口號

Poem:
山木抱雲稠，
寒江繞上頭。
雪崖纔變石，
風幔不依樓。
社稷堪流涕，
安危在運籌。
看君話王室，
感動幾銷憂。

Creation Information:
Date: 766年
Place: CN500236,西阁

Literary Characteristics:
Type: 律詩
Rhyme: 尤

Annotations:
  - 呈元二十一
","['山木抱雲稠，', '寒江繞上頭。', '雪崖纔變石，', '風幔不依樓。', '社稷堪流涕，', '安危在運籌。', '看君話王室，', '感動幾銷憂。']",8,48,Du Fu (杜甫),766年,"CN500236,西阁",律詩,WuLv,尤,False,0,True,1,Classical Chinese,Formal,poetry
dufu_30752,poem,西閣雨望,CNKGraph.Writings.xml,杜甫,17270,30752,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737891,"Title: 西閣雨望

Poem:
樓雨霑雲幔，
山寒著水城。
徑添沙面出，
湍減石稜生。
菊蘂淒疎放，
松林駐遠情。
滂沱朱檻濕，
萬慮傍簷楹。

Creation Information:
Date: 766年
Place: CN500236,西阁

Literary Characteristics:
Type: 律詩
Rhyme: 庚

Annotations:
  - 一作高
  - 一作倚
","['樓雨霑雲幔，', '山寒著水城。', '徑添沙面出，', '湍減石稜生。', '菊蘂淒疎放，', '松林駐遠情。', '滂沱朱檻濕，', '萬慮傍簷楹。']",8,48,Du Fu (杜甫),766年,"CN500236,西阁",律詩,WuLv,庚,False,0,True,2,Classical Chinese,Formal,poetry
dufu_30580,poem,不離西閣二首,CNKGraph.Writings.xml,杜甫,17270,30580,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737894,"Title: 不離西閣二首

Poem:
江柳非時發，
江花冷色頻。
地偏應有瘴，
臘近已含春。
失學從愚子，
無家住老身。
不知西閣意，
肯別定留人。

Creation Information:
Date: 766年
Place: CN500236,西阁

Literary Characteristics:
Type: 律詩
Rhyme: 真

Annotations:
  - 一作任
  - 一作何
","['江柳非時發，', '江花冷色頻。', '地偏應有瘴，', '臘近已含春。', '失學從愚子，', '無家住老身。', '不知西閣意，', '肯別定留人。']",8,48,Du Fu (杜甫),766年,"CN500236,西阁",律詩,WuLv,真,False,0,True,2,Classical Chinese,Formal,poetry
dufu_30581,poem,不離西閣二首,CNKGraph.Writings.xml,杜甫,17270,30581,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737896,"Title: 不離西閣二首

Poem:
西閣從人別，
人今亦故亭。
江雲飄素練，
石壁斷空青。
滄海先迎日，
銀河倒列星。
平生耽勝事，
吁駭始初經。

Creation Information:
Date: 766年
Place: CN500236,西阁

Literary Characteristics:
Type: 律詩
Rhyme: 青

Annotations:
  - 一作葉
  - 一作斬
  - 一作怪
","['西閣從人別，', '人今亦故亭。', '江雲飄素練，', '石壁斷空青。', '滄海先迎日，', '銀河倒列星。', '平生耽勝事，', '吁駭始初經。']",8,48,Du Fu (杜甫),766年,"CN500236,西阁",律詩,WuLv,青,False,0,True,3,Classical Chinese,Formal,poetry
dufu_30749,poem,西閣三度期大昌嚴明府同宿不到,CNKGraph.Writings.xml,杜甫,17270,30749,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737900,"Title: 西閣三度期大昌嚴明府同宿不到

Poem:
問子能來宿，
今疑索故要。
匣琴虛夜夜，
手板自朝朝。
金吼霜鐘徹，
花催臘炬銷。
早鳧江檻底，
雙影漫飄颻。

Creation Information:
Date: 766年
Place: CN500236,西阁

Literary Characteristics:
Type: 律詩
Rhyme: 萧

Allusions:
  - 下履鳧
  - 故要

Annotations:
  - 一作蠟
","['問子能來宿，', '今疑索故要。', '匣琴虛夜夜，', '手板自朝朝。', '金吼霜鐘徹，', '花催臘炬銷。', '早鳧江檻底，', '雙影漫飄颻。']",8,48,Du Fu (杜甫),766年,"CN500236,西阁",律詩,WuLv,萧,True,2,True,1,Classical Chinese,Formal,poetry
dufu_30751,poem,西閣夜,CNKGraph.Writings.xml,杜甫,17270,30751,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737902,"Title: 西閣夜

Poem:
恍惚寒山暮，
逶迤白霧昏。
山虛風落石，
樓靜月侵門。
擊柝可憐子，
無衣何處村。
時危關百慮，
盜賊爾猶存。

Creation Information:
Date: 766年
Place: CN500236,西阁

Literary Characteristics:
Type: 律詩
Rhyme: 元
","['恍惚寒山暮，', '逶迤白霧昏。', '山虛風落石，', '樓靜月侵門。', '擊柝可憐子，', '無衣何處村。', '時危關百慮，', '盜賊爾猶存。']",8,48,Du Fu (杜甫),766年,"CN500236,西阁",律詩,WuLv,元,False,0,False,0,Classical Chinese,Formal,poetry
dufu_31272,poem,瀼西寒望,CNKGraph.Writings.xml,杜甫,17270,31272,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737904,"Title: 瀼西寒望

Poem:
水色含羣動，
朝光切太虛。
年侵頻悵望，
興遠一蕭疎。
猨挂時相學，
鷗行炯自如。
瞿唐春欲至，
定卜瀼西居。

Creation Information:
Date: 766年
Place: CN500236

Literary Characteristics:
Type: 律詩
Rhyme: 鱼

Annotations:
  - 夔人以澗水通江者爲瀼，大昌縣有千頃池，水分三道，其一南流奉節縣，爲西瀼水。
  - 一作終
","['水色含羣動，', '朝光切太虛。', '年侵頻悵望，', '興遠一蕭疎。', '猨挂時相學，', '鷗行炯自如。', '瞿唐春欲至，', '定卜瀼西居。']",8,48,Du Fu (杜甫),766年,CN500236,律詩,WuLv,鱼,False,0,True,2,Classical Chinese,Formal,poetry
dufu_30544,poem,入宅三首,CNKGraph.Writings.xml,杜甫,17270,30544,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737906,"Title: 入宅三首

Poem:
奔峭背赤甲，
斷崖當白鹽。
客居愧遷次，
春酒漸多添。
花亞欲移竹，
鳥窺新捲簾。
衰年不敢恨，
勝概欲相兼。

Creation Information:
Date: 767年
Place: CN500236,赤甲

Literary Characteristics:
Type: 律詩
Rhyme: 盐

Annotations:
  - 大曆二年春，甫自西閣遷赤甲。
  - 一作色
","['奔峭背赤甲，', '斷崖當白鹽。', '客居愧遷次，', '春酒漸多添。', '花亞欲移竹，', '鳥窺新捲簾。', '衰年不敢恨，', '勝概欲相兼。']",8,48,Du Fu (杜甫),767年,"CN500236,赤甲",律詩,WuLv,盐,False,0,True,2,Classical Chinese,Formal,poetry
dufu_30545,poem,入宅三首,CNKGraph.Writings.xml,杜甫,17270,30545,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737909,"Title: 入宅三首

Poem:
亂後居難定，
春歸客未還。
水生魚復浦，
雲暖麝香山。
半頂梳頭白，
過眉拄杖斑。
相看多使者，
一一問函關。

Creation Information:
Date: 767年
Place: CN500236,赤甲

Literary Characteristics:
Type: 律詩
Rhyme: 删

Annotations:
  - 大曆二年春，甫自西閣遷赤甲。
  - 一作判
","['亂後居難定，', '春歸客未還。', '水生魚復浦，', '雲暖麝香山。', '半頂梳頭白，', '過眉拄杖斑。', '相看多使者，', '一一問函關。']",8,48,Du Fu (杜甫),767年,"CN500236,赤甲",律詩,WuLv,删,False,0,True,2,Classical Chinese,Formal,poetry
dufu_30546,poem,入宅三首,CNKGraph.Writings.xml,杜甫,17270,30546,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737926,"Title: 入宅三首

Poem:
宋玉歸州宅，
雲通白帝城。
吾人淹老病，
旅食豈才名。
峽口風常急，
江流氣不平。
只應與兒子，
飄轉任浮生。

Creation Information:
Date: 767年
Place: CN500236,赤甲

Literary Characteristics:
Type: 律詩
Rhyme: 庚

Annotations:
  - 大曆二年春，甫自西閣遷赤甲。
","['宋玉歸州宅，', '雲通白帝城。', '吾人淹老病，', '旅食豈才名。', '峽口風常急，', '江流氣不平。', '只應與兒子，', '飄轉任浮生。']",8,48,Du Fu (杜甫),767年,"CN500236,赤甲",律詩,WuLv,庚,False,0,True,1,Classical Chinese,Formal,poetry
dufu_31413,poem,卜居,CNKGraph.Writings.xml,杜甫,17270,31413,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737931,"Title: 卜居

Poem:
歸羨遼東鶴，
吟同楚執珪。
未成遊碧海，
著處覓丹梯。
雲障寬江左，
春耕破瀼西。
桃紅客若至，
定似昔人迷。

Creation Information:
Date: 767年
Place: CN500236,瀼西

Literary Characteristics:
Type: 律詩
Rhyme: 齐

Allusions:
  - 遼東鶴
  - 吟同楚執珪

Annotations:
  - 一作嶂
  - 一作北
  - 一作晉
","['歸羨遼東鶴，', '吟同楚執珪。', '未成遊碧海，', '著處覓丹梯。', '雲障寬江左，', '春耕破瀼西。', '桃紅客若至，', '定似昔人迷。']",8,48,Du Fu (杜甫),767年,"CN500236,瀼西",律詩,WuLv,齐,True,2,True,3,Classical Chinese,Formal,poetry
dufu_31224,poem,暮春題瀼西新賃草屋五首,CNKGraph.Writings.xml,杜甫,17270,31224,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737934,"Title: 暮春題瀼西新賃草屋五首

Poem:
久嗟三峽客，
再與暮春期。
百舌欲無語，
繁花能幾時。
谷虛雲氣薄，
波亂日華遲。
戰伐何由定，
哀傷不在茲。

Creation Information:
Date: 767年
Place: CN500236,瀼西

Literary Characteristics:
Type: 律詩
Rhyme: 支
","['久嗟三峽客，', '再與暮春期。', '百舌欲無語，', '繁花能幾時。', '谷虛雲氣薄，', '波亂日華遲。', '戰伐何由定，', '哀傷不在茲。']",8,48,Du Fu (杜甫),767年,"CN500236,瀼西",律詩,WuLv,支,False,0,False,0,Classical Chinese,Formal,poetry
dufu_31225,poem,暮春題瀼西新賃草屋五首,CNKGraph.Writings.xml,杜甫,17270,31225,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737936,"Title: 暮春題瀼西新賃草屋五首

Poem:
此邦千樹橘，
不見比封君。
養拙干戈際，
全生麋鹿羣。
畏人江北草，
旅食瀼西雲。
萬里巴渝曲，
三年實飽聞。

Creation Information:
Date: 767年
Place: CN500236,瀼西

Literary Characteristics:
Type: 律詩
Rhyme: 文

Allusions:
  - 麋鹿羣
  - 千樹橘
","['此邦千樹橘，', '不見比封君。', '養拙干戈際，', '全生麋鹿羣。', '畏人江北草，', '旅食瀼西雲。', '萬里巴渝曲，', '三年實飽聞。']",8,48,Du Fu (杜甫),767年,"CN500236,瀼西",律詩,WuLv,文,True,2,False,0,Classical Chinese,Formal,poetry
dufu_31226,poem,暮春題瀼西新賃草屋五首,CNKGraph.Writings.xml,杜甫,17270,31226,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737938,"Title: 暮春題瀼西新賃草屋五首

Poem:
綵雲陰復白，
錦樹曉來青。
身世雙蓬鬢，
乾坤一草亭。
哀歌時自短，
醉舞爲誰醒。
細雨荷鋤立，
江猨吟翠屏。

Creation Information:
Date: 767年
Place: CN500236,瀼西

Literary Characteristics:
Type: 律詩
Rhyme: 青

Annotations:
  - 一作晚
  - 一作惜
","['綵雲陰復白，', '錦樹曉來青。', '身世雙蓬鬢，', '乾坤一草亭。', '哀歌時自短，', '醉舞爲誰醒。', '細雨荷鋤立，', '江猨吟翠屏。']",8,48,Du Fu (杜甫),767年,"CN500236,瀼西",律詩,WuLv,青,False,0,True,2,Classical Chinese,Formal,poetry
dufu_31227,poem,暮春題瀼西新賃草屋五首,CNKGraph.Writings.xml,杜甫,17270,31227,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737943,"Title: 暮春題瀼西新賃草屋五首

Poem:
壯年學書劒，
他日委泥沙。
事主非無祿，
浮生即有涯。
高齋依藥餌，
絕域改春華。
喪亂丹心破，
王臣未一家。

Creation Information:
Date: 767年
Place: CN500236,瀼西

Literary Characteristics:
Type: 律詩
Rhyme: 麻

Annotations:
  - 一作志
","['壯年學書劒，', '他日委泥沙。', '事主非無祿，', '浮生即有涯。', '高齋依藥餌，', '絕域改春華。', '喪亂丹心破，', '王臣未一家。']",8,48,Du Fu (杜甫),767年,"CN500236,瀼西",律詩,WuLv,麻,False,0,True,1,Classical Chinese,Formal,poetry
dufu_31228,poem,暮春題瀼西新賃草屋五首,CNKGraph.Writings.xml,杜甫,17270,31228,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737948,"Title: 暮春題瀼西新賃草屋五首

Poem:
欲陳濟世策，
已老尚書郎。
未息豺虎鬬，
空慙鴛鷺行。
時危人事急，
風逆羽毛傷。
落日悲江漢，
中宵淚滿床。

Creation Information:
Date: 767年
Place: CN500236,瀼西

Literary Characteristics:
Type: 律詩
Rhyme: 阳

Allusions:
  - 為郎久
  - 鴛鷺行

Annotations:
  - 一作惡
  - 一作急
","['欲陳濟世策，', '已老尚書郎。', '未息豺虎鬬，', '空慙鴛鷺行。', '時危人事急，', '風逆羽毛傷。', '落日悲江漢，', '中宵淚滿床。']",8,48,Du Fu (杜甫),767年,"CN500236,瀼西",律詩,WuLv,阳,True,2,True,2,Classical Chinese,Formal,poetry
dufu_31564,poem,園,CNKGraph.Writings.xml,杜甫,17270,31564,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737950,"Title: 園

Poem:
仲夏流多水，
清晨向小園。
碧溪搖艇闊，
朱果爛枝繁。
始爲江山靜，
終防市井喧。
畦蔬繞茅屋，
自足媚盤餐。

Creation Information:
Date: 767年
Place: CN500236,瀼西

Literary Characteristics:
Type: 律詩
Rhyme: 12
","['仲夏流多水，', '清晨向小園。', '碧溪搖艇闊，', '朱果爛枝繁。', '始爲江山靜，', '終防市井喧。', '畦蔬繞茅屋，', '自足媚盤餐。']",8,48,Du Fu (杜甫),767年,"CN500236,瀼西",律詩,WuLv,12,False,0,False,0,Classical Chinese,Formal,poetry
dufu_30967,poem,豎子至,CNKGraph.Writings.xml,杜甫,17270,30967,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737953,"Title: 豎子至

Poem:
樝梨且綴碧，
梅杏半傳黃。
小子幽園至，
輕籠熟柰香。
山風猶滿把，
野露及新嘗。
欲寄江湖客，
提攜日月長。

Creation Information:
Date: 767年
Place: CN500236,瀼西

Literary Characteristics:
Type: 律詩
Rhyme: 阳

Annotations:
  - 一作纔
  - 一作欹枕
","['樝梨且綴碧，', '梅杏半傳黃。', '小子幽園至，', '輕籠熟柰香。', '山風猶滿把，', '野露及新嘗。', '欲寄江湖客，', '提攜日月長。']",8,48,Du Fu (杜甫),767年,"CN500236,瀼西",律詩,WuLv,阳,False,0,True,2,Classical Chinese,Formal,poetry
dufu_30962,poem,秋野五首,CNKGraph.Writings.xml,杜甫,17270,30962,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737956,"Title: 秋野五首

Poem:
秋野日疏蕪，
寒江動碧虛。
繫舟蠻井絡，
卜宅楚村墟。
棗熟從人打，
葵荒欲自鋤。
盤餐老夫食，
分減及溪魚。

Creation Information:
Date: 767年
Place: CN500236,瀼西

Literary Characteristics:
Type: 律詩
Rhyme: 鱼

Annotations:
  - 一作荒，一作蔬
  - 一作路
  - 一作行
  - 一作且
  - 一作樵
","['秋野日疏蕪，', '寒江動碧虛。', '繫舟蠻井絡，', '卜宅楚村墟。', '棗熟從人打，', '葵荒欲自鋤。', '盤餐老夫食，', '分減及溪魚。']",8,48,Du Fu (杜甫),767年,"CN500236,瀼西",律詩,WuLv,鱼,False,0,True,5,Classical Chinese,Formal,poetry
dufu_30963,poem,秋野五首,CNKGraph.Writings.xml,杜甫,17270,30963,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737958,"Title: 秋野五首

Poem:
易識浮生理，
難教一物違。
水深魚極樂，
林茂鳥知歸。
吾老甘貧病，
榮華有是非。
秋風吹几杖，
不厭此山薇。

Creation Information:
Date: 767年
Place: CN500236,瀼西

Literary Characteristics:
Type: 律詩
Rhyme: 微

Annotations:
  - 一作衰
  - 一作北
","['易識浮生理，', '難教一物違。', '水深魚極樂，', '林茂鳥知歸。', '吾老甘貧病，', '榮華有是非。', '秋風吹几杖，', '不厭此山薇。']",8,48,Du Fu (杜甫),767年,"CN500236,瀼西",律詩,WuLv,微,False,0,True,2,Classical Chinese,Formal,poetry
dufu_30964,poem,秋野五首,CNKGraph.Writings.xml,杜甫,17270,30964,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737961,"Title: 秋野五首

Poem:
禮樂攻吾短，
山林引興長。
掉頭紗帽仄，
曝背竹書光。
風落收松子，
天寒割蜜房。
稀疎小紅翠，
駐屐近微香。

Creation Information:
Date: 767年
Place: CN500236,瀼西

Literary Characteristics:
Type: 律詩
Rhyme: 阳
","['禮樂攻吾短，', '山林引興長。', '掉頭紗帽仄，', '曝背竹書光。', '風落收松子，', '天寒割蜜房。', '稀疎小紅翠，', '駐屐近微香。']",8,48,Du Fu (杜甫),767年,"CN500236,瀼西",律詩,WuLv,阳,False,0,False,0,Classical Chinese,Formal,poetry
dufu_30965,poem,秋野五首,CNKGraph.Writings.xml,杜甫,17270,30965,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737964,"Title: 秋野五首

Poem:
遠岸秋沙白，
連山晚照紅。
潛鱗輸駭浪，
歸翼會高風。
砧響家家發，
樵聲箇箇同。
飛霜任青女，
賜被隔南宮。

Creation Information:
Date: 767年
Place: CN500236,瀼西

Literary Characteristics:
Type: 律詩
Rhyme: 东

Allusions:
  - 賜被
  - 青女
","['遠岸秋沙白，', '連山晚照紅。', '潛鱗輸駭浪，', '歸翼會高風。', '砧響家家發，', '樵聲箇箇同。', '飛霜任青女，', '賜被隔南宮。']",8,48,Du Fu (杜甫),767年,"CN500236,瀼西",律詩,WuLv,东,True,2,False,0,Classical Chinese,Formal,poetry
dufu_30966,poem,秋野五首,CNKGraph.Writings.xml,杜甫,17270,30966,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737967,"Title: 秋野五首

Poem:
身許麒麟畫，
年衰鴛鷺羣。
大江秋易盛，
空峽夜多聞。
徑隱千重石，
帆留一片雲。
兒童解蠻語，
不必作參軍。

Creation Information:
Date: 767年
Place: CN500236,瀼西

Literary Characteristics:
Type: 律詩
Rhyme: 文

Allusions:
  - 麒麟畫
  - 蠻府參軍
  - 鴛鷺羣

Annotations:
  - 郝隆詩“娵隅躍清池”，桓溫問是何物。荅曰：“蠻以魚爲娵隅。”溫曰：“何爲作蠻語？”荅曰：“千里從公，僅得蠻府參軍，安得不作蠻語？”
","['身許麒麟畫，', '年衰鴛鷺羣。', '大江秋易盛，', '空峽夜多聞。', '徑隱千重石，', '帆留一片雲。', '兒童解蠻語，', '不必作參軍。']",8,48,Du Fu (杜甫),767年,"CN500236,瀼西",律詩,WuLv,文,True,3,True,1,Classical Chinese,Formal,poetry
dufu_31200,poem,溪上,CNKGraph.Writings.xml,杜甫,17270,31200,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737970,"Title: 溪上

Poem:
峽內淹留客，
溪邊四五家。
古苔生迮地，
秋竹隱疎花。
塞俗人無井，
山田飯有沙。
西江使船至，
時復問京華。

Creation Information:
Date: 767年
Place: CN500236,瀼西

Literary Characteristics:
Type: 律詩
Rhyme: 麻

Annotations:
  - 音謫，一作濕，一作窄
","['峽內淹留客，', '溪邊四五家。', '古苔生迮地，', '秋竹隱疎花。', '塞俗人無井，', '山田飯有沙。', '西江使船至，', '時復問京華。']",8,48,Du Fu (杜甫),767年,"CN500236,瀼西",律詩,WuLv,麻,False,0,True,1,Classical Chinese,Formal,poetry
dufu_30934,poem,樹間,CNKGraph.Writings.xml,杜甫,17270,30934,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737972,"Title: 樹間

Poem:
岑寂雙甘樹，
婆娑一院香。
交柯低几杖，
垂實礙衣裳。
滿歲如松碧，
同時待菊黃。
幾迴霑葉露，
乘月坐胡牀。

Creation Information:
Date: 767年8月
Place: CN500236,瀼西

Literary Characteristics:
Type: 律詩
Rhyme: 阳

Allusions:
  - 坐胡牀

Annotations:
  - 一作落
","['岑寂雙甘樹，', '婆娑一院香。', '交柯低几杖，', '垂實礙衣裳。', '滿歲如松碧，', '同時待菊黃。', '幾迴霑葉露，', '乘月坐胡牀。']",8,48,Du Fu (杜甫),767年8月,"CN500236,瀼西",律詩,WuLv,阳,True,1,True,1,Classical Chinese,Formal,poetry
dufu_31073,poem,課小豎鉏斫舍北果林枝蔓荒穢淨訖移牀三首,CNKGraph.Writings.xml,杜甫,17270,31073,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737975,"Title: 課小豎鉏斫舍北果林枝蔓荒穢淨訖移牀三首

Poem:
病枕依茅棟，
荒鉏淨果林。
背堂資僻遠，
在野興清深。
山雉防求敵，
江猨應獨吟。
洩雲高不去，
隱几亦無心。

Creation Information:
Date: 767年
Place: CN500236,瀼西

Literary Characteristics:
Type: 律詩
Rhyme: 侵

Annotations:
  - 一作秋日閑居三首。
","['病枕依茅棟，', '荒鉏淨果林。', '背堂資僻遠，', '在野興清深。', '山雉防求敵，', '江猨應獨吟。', '洩雲高不去，', '隱几亦無心。']",8,48,Du Fu (杜甫),767年,"CN500236,瀼西",律詩,WuLv,侵,False,0,True,1,Classical Chinese,Formal,poetry
dufu_31074,poem,課小豎鉏斫舍北果林枝蔓荒穢淨訖移牀三首,CNKGraph.Writings.xml,杜甫,17270,31074,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737979,"Title: 課小豎鉏斫舍北果林枝蔓荒穢淨訖移牀三首

Poem:
衆壑生寒早，
長林卷霧齊。
青蟲懸就日，
朱果落封泥。
薄俗防人面，
全身學馬蹄。
吟詩坐迴首，
隨意葛巾低。

Creation Information:
Date: 767年
Place: CN500236,瀼西

Literary Characteristics:
Type: 律詩
Rhyme: 齐

Allusions:
  - 馬蹄

Annotations:
  - 一作秋日閑居三首。
  - 一作成
  - 一作狸
  - 一作重
","['衆壑生寒早，', '長林卷霧齊。', '青蟲懸就日，', '朱果落封泥。', '薄俗防人面，', '全身學馬蹄。', '吟詩坐迴首，', '隨意葛巾低。']",8,48,Du Fu (杜甫),767年,"CN500236,瀼西",律詩,WuLv,齐,True,1,True,4,Classical Chinese,Formal,poetry
dufu_31075,poem,課小豎鉏斫舍北果林枝蔓荒穢淨訖移牀三首,CNKGraph.Writings.xml,杜甫,17270,31075,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737982,"Title: 課小豎鉏斫舍北果林枝蔓荒穢淨訖移牀三首

Poem:
籬弱門何向，
沙虛岸只摧。
日斜魚更食，
客散鳥還來。
寒水光難定，
秋山響易哀。
天涯稍曛黑，
倚杖更裴回。

Creation Information:
Date: 767年
Place: CN500236,瀼西

Literary Characteristics:
Type: 律詩
Rhyme: 灰

Annotations:
  - 一作秋日閑居三首。
  - 一作自
  - 一作獨
","['籬弱門何向，', '沙虛岸只摧。', '日斜魚更食，', '客散鳥還來。', '寒水光難定，', '秋山響易哀。', '天涯稍曛黑，', '倚杖更裴回。']",8,48,Du Fu (杜甫),767年,"CN500236,瀼西",律詩,WuLv,灰,False,0,True,3,Classical Chinese,Formal,poetry
dufu_30848,poem,季秋江村,CNKGraph.Writings.xml,杜甫,17270,30848,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737985,"Title: 季秋江村

Poem:
喬木村墟古，
疎籬野蔓懸。
清琴將暇日，
白首望霜天。
登俎黃甘重，
支床錦石圓。
遠遊雖寂寞，
難見此山川。

Creation Information:
Date: 767年9月
Place: CN500236,东屯

Literary Characteristics:
Type: 律詩
Rhyme: 先

Annotations:
  - 一作素
","['喬木村墟古，', '疎籬野蔓懸。', '清琴將暇日，', '白首望霜天。', '登俎黃甘重，', '支床錦石圓。', '遠遊雖寂寞，', '難見此山川。']",8,48,Du Fu (杜甫),767年9月,"CN500236,东屯",律詩,WuLv,先,False,0,True,1,Classical Chinese,Formal,poetry
dufu_30572,poem,小園,CNKGraph.Writings.xml,杜甫,17270,30572,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.737987,"Title: 小園

Poem:
由來巫峽水，
本自楚人家。
客病留因藥，
春深買爲花。
秋庭風落果，
瀼岸雨頹沙。
問俗營寒事，
將詩待物華。

Creation Information:
Date: 767年
Place: CN500236,瀼西

Literary Characteristics:
Type: 律詩
Rhyme: 麻
","['由來巫峽水，', '本自楚人家。', '客病留因藥，', '春深買爲花。', '秋庭風落果，', '瀼岸雨頹沙。', '問俗營寒事，', '將詩待物華。']",8,48,Du Fu (杜甫),767年,"CN500236,瀼西",律詩,WuLv,麻,False,0,False,0,Classical Chinese,Formal,poetry
