chunk_id,source_document_id,chunk_type,content,char_count,metadata.persona,metadata.time_period,metadata.poem_title,metadata.poem_type,metadata.language,metadata.has_allusions,metadata.has_annotations,metadata.allusion_count,metadata.annotation_count
dufu_chunk_0373,dufu_30684,allusions_context,"Poem: 歲暮

Literary Allusions and References:
  請纓",49,Du Fu (杜甫),763年,歲暮,律詩,Classical Chinese,,,1.0,
dufu_chunk_0374,dufu_31119,poem_content,"Poem Title: 寄贈王十將軍承俊

Poem Text:
將軍膽氣雄，
臂懸兩角弓。
纏結青驄馬，
出入錦城中。
時危未授鉞，
勢屈難爲功。
賓客滿堂上，
何人高義同。

Creation Date: 765年
Location: CN5101
Poem Type: 律詩",140,Du Fu (杜甫),765年,寄贈王十將軍承俊,律詩,Classical Chinese,True,False,,
dufu_chunk_0375,dufu_31119,allusions_context,"Poem: 寄贈王十將軍承俊

Literary Allusions and References:
  授鉞",55,Du Fu (杜甫),765年,寄贈王十將軍承俊,律詩,Classical Chinese,,,1.0,
dufu_chunk_0376,dufu_31170,poem_content,"Poem Title: 散愁二首

Poem Text:
久客宜旋斾，
興王未息戈。
蜀星陰見少，
江雨夜聞多。
百萬傳深入，
寰區望匪它。
司徒下燕趙，
收取舊山河。

Creation Date: 760年
Location: CN5101
Poem Type: 律詩",136,Du Fu (杜甫),760年,散愁二首,律詩,Classical Chinese,False,True,,
dufu_chunk_0377,dufu_31170,annotations_context,"Poem: 散愁二首

Scholarly Annotations:
  一作轉
  李光弼",46,Du Fu (杜甫),760年,散愁二首,律詩,Classical Chinese,,,,2.0
dufu_chunk_0378,dufu_31171,poem_content,"Poem Title: 散愁二首

Poem Text:
聞道幷州鎮，
尚書訓士齊。
幾時通薊北，
當日報關西。
戀闕丹心破，
霑衣皓首啼。
老魂招不得，
歸路恐長迷。

Creation Date: 760年
Location: CN5101
Poem Type: 律詩",136,Du Fu (杜甫),760年,散愁二首,律詩,Classical Chinese,True,True,,
dufu_chunk_0379,dufu_31171,allusions_context,"Poem: 散愁二首

Literary Allusions and References:
  魂招",51,Du Fu (杜甫),760年,散愁二首,律詩,Classical Chinese,,,1.0,
dufu_chunk_0380,dufu_31171,annotations_context,"Poem: 散愁二首

Scholarly Annotations:
  王思禮",40,Du Fu (杜甫),760年,散愁二首,律詩,Classical Chinese,,,,1.0
dufu_chunk_0381,dufu_30841,poem_content,"Poem Title: 奉酬李都督表丈早春作

Poem Text:
力疾坐清曉，
來時悲早春。
轉添愁伴客，
更覺老隨人。
紅入桃花嫩，
青歸柳葉新。
望鄉應未已，
四海尚風塵。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",142,Du Fu (杜甫),761年,奉酬李都督表丈早春作,律詩,Classical Chinese,False,True,,
dufu_chunk_0382,dufu_30841,annotations_context,"Poem: 奉酬李都督表丈早春作

Scholarly Annotations:
  一作詩，一作采詩
  一作身",57,Du Fu (杜甫),761年,奉酬李都督表丈早春作,律詩,Classical Chinese,,,,2.0
dufu_chunk_0383,dufu_31214,poem_content,"Poem Title: 遣意二首

Poem Text:
囀枝黃鳥近，
泛渚白鷗輕。
一徑野花落，
孤村春水生。
衰年催釀黍，
細雨更移橙。
漸喜交遊絕，
幽居不用名。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",136,Du Fu (杜甫),761年,遣意二首,律詩,Classical Chinese,False,True,,
dufu_chunk_0384,dufu_31214,annotations_context,"Poem: 遣意二首

Scholarly Annotations:
  一作夜",40,Du Fu (杜甫),761年,遣意二首,律詩,Classical Chinese,,,,1.0
dufu_chunk_0385,dufu_31215,poem_content,"Poem Title: 遣意二首

Poem Text:
簷影微微落，
津流脉脉斜。
野船明細火，
宿鴈聚圓沙。
雲掩初弦月，
香傳小樹花。
鄰人有美酒，
稚子夜能賒。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",136,Du Fu (杜甫),761年,遣意二首,律詩,Classical Chinese,False,True,,
dufu_chunk_0386,dufu_31215,annotations_context,"Poem: 遣意二首

Scholarly Annotations:
  一作松
  一作寒
  一作也",52,Du Fu (杜甫),761年,遣意二首,律詩,Classical Chinese,,,,3.0
dufu_chunk_0387,dufu_31232,poem_content,"Poem Title: 漫成二首

Poem Text:
野日荒荒白，
春流泯泯清。
渚蒲隨地有，
村徑逐門成。
只作披衣慣，
常從漉酒生。
眼前無俗物，
多病也身輕。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",136,Du Fu (杜甫),761年,漫成二首,律詩,Classical Chinese,True,True,,
dufu_chunk_0388,dufu_31232,allusions_context,"Poem: 漫成二首

Literary Allusions and References:
  漉酒
  俗物",56,Du Fu (杜甫),761年,漫成二首,律詩,Classical Chinese,,,2.0,
dufu_chunk_0389,dufu_31232,annotations_context,"Poem: 漫成二首

Scholarly Annotations:
  一作野月茫茫
  一作江",49,Du Fu (杜甫),761年,漫成二首,律詩,Classical Chinese,,,,2.0
dufu_chunk_0390,dufu_31233,poem_content,"Poem Title: 漫成二首

Poem Text:
江臯已仲春，
花下復清晨。
仰面貪看鳥，
回頭錯應人。
讀書難字過，
對酒滿壺頻。
近識峨眉老，
知予嬾是真。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",136,Du Fu (杜甫),761年,漫成二首,律詩,Classical Chinese,True,True,,
dufu_chunk_0391,dufu_31233,allusions_context,"Poem: 漫成二首

Literary Allusions and References:
  峨眉老",52,Du Fu (杜甫),761年,漫成二首,律詩,Classical Chinese,,,1.0,
dufu_chunk_0392,dufu_31233,annotations_context,"Poem: 漫成二首

Scholarly Annotations:
  東山隱者",41,Du Fu (杜甫),761年,漫成二首,律詩,Classical Chinese,,,,1.0
dufu_chunk_0393,dufu_30930,poem_content,"Poem Title: 春夜喜雨

Poem Text:
好雨知時節，
當春乃發生。
隨風潛入夜，
潤物細無聲。
野徑雲俱黑，
江船火獨明。
曉看紅濕處，
花重錦官城。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",136,Du Fu (杜甫),761年,春夜喜雨,律詩,Classical Chinese,False,True,,
dufu_chunk_0394,dufu_30930,annotations_context,"Poem: 春夜喜雨

Scholarly Annotations:
  一作及",40,Du Fu (杜甫),761年,春夜喜雨,律詩,Classical Chinese,,,,1.0
dufu_chunk_0395,dufu_30927,poem_content,"Poem Title: 春水

Poem Text:
三月桃花浪，
江流復舊痕。
朝來沒沙尾，
碧色動柴門。
接縷垂芳餌，
連筒灌小園。
已添無數鳥，
爭浴故相喧。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",134,Du Fu (杜甫),761年,春水,律詩,Classical Chinese,True,True,,
dufu_chunk_0396,dufu_30927,allusions_context,"Poem: 春水

Literary Allusions and References:
  春水漾桃花",52,Du Fu (杜甫),761年,春水,律詩,Classical Chinese,,,1.0,
dufu_chunk_0397,dufu_30927,annotations_context,"Poem: 春水

Scholarly Annotations:
  一作水
  一作岸
  一作不知無數鳥，何意更相喧",60,Du Fu (杜甫),761年,春水,律詩,Classical Chinese,,,,3.0
dufu_chunk_0398,dufu_30718,poem_content,"Poem Title: 江亭

Poem Text:
坦腹江亭暖，
長吟野望時。
水流心不競，
雲在意俱遲。
寂寂春將晚，
欣欣物自私。
故林歸未得，
排悶強裁詩。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",134,Du Fu (杜甫),761年,江亭,律詩,Classical Chinese,False,True,,
dufu_chunk_0399,dufu_30718,annotations_context,"Poem: 江亭

Scholarly Annotations:
  一作臥
  一作江東猶苦戰，回首一顰眉",54,Du Fu (杜甫),761年,江亭,律詩,Classical Chinese,,,,2.0
dufu_chunk_0400,dufu_30791,poem_content,"Poem Title: 村夜

Poem Text:
蕭蕭風色暮，
江頭人不行。
村舂雨外急，
鄰火夜深明。
胡羯何多難，
漁樵寄此生。
中原有兄弟，
萬里正含情。

Creation Date: 760年
Location: CN5101
Poem Type: 律詩",134,Du Fu (杜甫),760年,村夜,律詩,Classical Chinese,False,True,,
dufu_chunk_0401,dufu_30791,annotations_context,"Poem: 村夜

Scholarly Annotations:
  一作風色蕭蕭",41,Du Fu (杜甫),760年,村夜,律詩,Classical Chinese,,,,1.0
dufu_chunk_0402,dufu_30696,poem_content,"Poem Title: 早起

Poem Text:
春來常早起，
幽事頗相關。
帖石防隤岸，
開林出遠山。
一丘藏曲折，
緩步有躋攀。
童僕來城市，
瓶中得酒還。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",134,Du Fu (杜甫),761年,早起,律詩,Classical Chinese,False,False,,
dufu_chunk_0403,dufu_30645,poem_content,"Poem Title: 可惜

Poem Text:
花飛有底急，
老去願春遲。
可惜歡娛地，
都非少壯時。
寬心應是酒，
遣興莫過詩。
此意陶潛解，
吾生後汝期。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",134,Du Fu (杜甫),761年,可惜,律詩,Classical Chinese,False,False,,
dufu_chunk_0404,dufu_31195,poem_content,"Poem Title: 落日

Poem Text:
落日在簾鉤，
溪邊春事幽。
芳菲緣岸圃，
樵爨倚灘舟。
啅雀爭枝墜，
飛蟲滿院遊。
濁醪誰造汝，
一酌散千憂。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",134,Du Fu (杜甫),761年,落日,律詩,Classical Chinese,False,True,,
dufu_chunk_0405,dufu_31195,annotations_context,"Poem: 落日

Scholarly Annotations:
  一作酌罷
  罷人憂",45,Du Fu (杜甫),761年,落日,律詩,Classical Chinese,,,,2.0
dufu_chunk_0406,dufu_30941,poem_content,"Poem Title: 獨酌

Poem Text:
步屨深林晚，
開樽獨酌遲。
仰蜂黏落絮，
行蟻上枯梨。
薄劣慚真隱，
幽偏得自怡。
本無軒冕意，
不是傲當時。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",134,Du Fu (杜甫),761年,獨酌,律詩,Classical Chinese,False,True,,
dufu_chunk_0407,dufu_30941,annotations_context,"Poem: 獨酌

Scholarly Annotations:
  一作履，一作倚杖
  一作蘂
  戶郎切，一作倒",59,Du Fu (杜甫),761年,獨酌,律詩,Classical Chinese,,,,3.0
dufu_chunk_0408,dufu_31035,poem_content,"Poem Title: 徐步

Poem Text:
整履步青蕪，
荒庭日欲晡。
芹泥隨燕觜，
花蘂上蜂鬚。
把酒從衣濕，
吟詩信杖扶。
敢論才見忌，
實有醉如愚。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",134,Du Fu (杜甫),761年,徐步,律詩,Classical Chinese,False,True,,
dufu_chunk_0409,dufu_31035,annotations_context,"Poem: 徐步

Scholarly Annotations:
  一作屐，一作屣
  一作蘂粉",49,Du Fu (杜甫),761年,徐步,律詩,Classical Chinese,,,,2.0
dufu_chunk_0410,dufu_31164,poem_content,"Poem Title: 寒食

Poem Text:
寒食江村路，
風花高下飛。
汀煙輕冉冉，
竹日靜暉暉。
田父要皆去，
鄰家鬧不違。
地偏相識盡，
雞犬亦忘歸。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",134,Du Fu (杜甫),761年,寒食,律詩,Classical Chinese,False,True,,
dufu_chunk_0411,dufu_31164,annotations_context,"Poem: 寒食

Scholarly Annotations:
  一作樹，一作落
  一作舍
  一作問
  一作機",60,Du Fu (杜甫),761年,寒食,律詩,Classical Chinese,,,,4.0
dufu_chunk_0412,dufu_31103,poem_content,"Poem Title: 高柟

Poem Text:
柟樹色冥冥，
江邊一蓋青。
近根開藥圃，
接葉製茅亭。
落景陰猶合，
微風韻可聽。
尋常絕醉困，
臥此片時醒。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",134,Du Fu (杜甫),761年,高柟,律詩,Classical Chinese,False,False,,
dufu_chunk_0413,dufu_31036,poem_content,"Poem Title: 惡樹

Poem Text:
獨遶虛齋徑，
常持小斧柯。
幽陰成頗雜，
惡木剪還多。
枸杞因吾有，
雞棲奈汝何。
方知不材者，
生長漫婆娑。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",134,Du Fu (杜甫),761年,惡樹,律詩,Classical Chinese,True,True,,
dufu_chunk_0414,dufu_31036,allusions_context,"Poem: 惡樹

Literary Allusions and References:
  不材木
  雞棲",55,Du Fu (杜甫),761年,惡樹,律詩,Classical Chinese,,,2.0,
dufu_chunk_0415,dufu_31036,annotations_context,"Poem: 惡樹

Scholarly Annotations:
  一作固
  皂莢樹一名雞棲
  一作爾
  一作木",60,Du Fu (杜甫),761年,惡樹,律詩,Classical Chinese,,,,4.0
dufu_chunk_0416,dufu_30671,poem_content,"Poem Title: 石鏡

Poem Text:
蜀王將此鏡，
送死置空山。
冥寞憐香骨，
提攜近玉顏。
衆妃無復歎，
千騎亦虛還。
獨有傷心石，
埋輪月宇間。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",134,Du Fu (杜甫),761年,石鏡,律詩,Classical Chinese,True,True,,
dufu_chunk_0417,dufu_30671,allusions_context,"Poem: 石鏡

Literary Allusions and References:
  埋輪
  蜀王鏡",55,Du Fu (杜甫),761年,石鏡,律詩,Classical Chinese,,,2.0,
dufu_chunk_0418,dufu_30671,annotations_context,"Poem: 石鏡

Scholarly Annotations:
  成都一丈夫，化爲女子，美而豔，蜀王納爲妃。未幾物故，王哀念之，遣五丁擔武都之土爲冢，高七丈，上有石，圓五寸，徑五尺，瑩徹如鏡。",98,Du Fu (杜甫),761年,石鏡,律詩,Classical Chinese,,,,1.0
dufu_chunk_0419,dufu_31185,poem_content,"Poem Title: 琴臺

Poem Text:
茂陵多病後，
尚愛卓文君。
酒肆人間世，
琴臺日暮雲。
野花留寶靨，
蔓草見羅帬。
歸鳳求皇意，
寥寥不復聞。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",134,Du Fu (杜甫),761年,琴臺,律詩,Classical Chinese,True,True,,
dufu_chunk_0420,dufu_31185,allusions_context,"Poem: 琴臺

Literary Allusions and References:
  求凰",49,Du Fu (杜甫),761年,琴臺,律詩,Classical Chinese,,,1.0,
dufu_chunk_0421,dufu_31185,annotations_context,"Poem: 琴臺

Scholarly Annotations:
  司馬相如宅在州西笮橋，北有琴臺。",51,Du Fu (杜甫),761年,琴臺,律詩,Classical Chinese,,,,1.0
dufu_chunk_0422,dufu_31015,poem_content,"Poem Title: 聞斛斯六官未歸

Poem Text:
故人南郡去，
去索作碑錢。
本賣文爲活，
飜令室倒懸。
荆扉深蔓草，
土銼冷疎煙。
老罷休無賴，
歸來省醉眠。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",139,Du Fu (杜甫),761年,聞斛斯六官未歸,律詩,Classical Chinese,False,False,,
dufu_chunk_0423,dufu_31183,poem_content,"Poem Title: 遊修覺寺

Poem Text:
野寺江天豁，
山扉花竹幽。
詩應有神助，
吾得及春遊。
徑石相縈帶，
川雲自去留。
禪枝宿衆鳥，
漂轉暮歸愁。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",136,Du Fu (杜甫),761年,遊修覺寺,律詩,Classical Chinese,True,True,,
dufu_chunk_0424,dufu_31183,allusions_context,"Poem: 遊修覺寺

Literary Allusions and References:
  夢中芳草",53,Du Fu (杜甫),761年,遊修覺寺,律詩,Classical Chinese,,,1.0,
dufu_chunk_0425,dufu_31183,annotations_context,"Poem: 遊修覺寺

Scholarly Annotations:
  一作深
  一作晚",46,Du Fu (杜甫),761年,遊修覺寺,律詩,Classical Chinese,,,,2.0
dufu_chunk_0426,dufu_30678,poem_content,"Poem Title: 後遊

Poem Text:
寺憶新遊處，
橋憐再渡時。
江山如有待，
花柳更無私。
野潤煙光薄，
沙暄日色遲。
客愁全爲減，
捨此復何之。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",134,Du Fu (杜甫),761年,後遊,律詩,Classical Chinese,False,True,,
dufu_chunk_0427,dufu_30678,annotations_context,"Poem: 後遊

Scholarly Annotations:
  一作曾，一作重",42,Du Fu (杜甫),761年,後遊,律詩,Classical Chinese,,,,1.0
dufu_chunk_0428,dufu_31250,poem_content,"Poem Title: 題新津北橋樓

Poem Text:
望極春城上，
開筵近鳥巢。
白花簷外朵，
青柳檻前梢。
池水觀爲政，
廚煙覺遠庖。
西川供客眼，
唯有此江郊。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",138,Du Fu (杜甫),761年,題新津北橋樓,律詩,Classical Chinese,False,True,,
dufu_chunk_0429,dufu_31250,annotations_context,"Poem: 題新津北橋樓

Scholarly Annotations:
  得郊字
  一作遠
  一作醉客
  一作偏愛",62,Du Fu (杜甫),761年,題新津北橋樓,律詩,Classical Chinese,,,,4.0
dufu_chunk_0430,dufu_30722,poem_content,"Poem Title: 江漲

Poem Text:
江發蠻夷漲，
山添雨雪流。
大聲吹地轉，
高浪蹴天浮。
魚鱉爲人得，
蛟龍不自謀。
輕帆好去便，
吾道付滄洲。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",134,Du Fu (杜甫),761年,江漲,律詩,Classical Chinese,False,True,,
dufu_chunk_0431,dufu_30722,annotations_context,"Poem: 江漲

Scholarly Annotations:
  一作在",38,Du Fu (杜甫),761年,江漲,律詩,Classical Chinese,,,,1.0
dufu_chunk_0432,dufu_31132,poem_content,"Poem Title: 晚晴

Poem Text:
村晚驚風度，
庭幽過雨霑。
夕陽薰細草，
江色映疎簾。
書亂誰能帙，
桮乾可自添。
時聞有餘論，
未怪老夫潛。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",134,Du Fu (杜甫),761年,晚晴,律詩,Classical Chinese,False,True,,
dufu_chunk_0433,dufu_31132,annotations_context,"Poem: 晚晴

Scholarly Annotations:
  王符有《潛夫論》",43,Du Fu (杜甫),761年,晚晴,律詩,Classical Chinese,,,,1.0
dufu_chunk_0434,dufu_31179,poem_content,"Poem Title: 朝雨

Poem Text:
涼氣晚蕭蕭，
江雲亂眼飄。
風鴛藏近渚，
雨燕集深條。
黃綺終辭漢，
巢由不見堯。
草堂樽酒在，
幸得過清朝。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",134,Du Fu (杜甫),761年,朝雨,律詩,Classical Chinese,True,True,,
dufu_chunk_0435,dufu_31179,allusions_context,"Poem: 朝雨

Literary Allusions and References:
  黃綺",49,Du Fu (杜甫),761年,朝雨,律詩,Classical Chinese,,,1.0,
dufu_chunk_0436,dufu_31179,annotations_context,"Poem: 朝雨

Scholarly Annotations:
  一作曉
  一作投
  一作宵",50,Du Fu (杜甫),761年,朝雨,律詩,Classical Chinese,,,,3.0
dufu_chunk_0437,dufu_31002,poem_content,"Poem Title: 送裴五赴東川

Poem Text:
故人亦流落，
高義動乾坤。
何日通燕塞，
相看老蜀門。
東行應暫別，
北望苦銷魂。
凜凜悲秋意，
非君誰與論。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",138,Du Fu (杜甫),761年,送裴五赴東川,律詩,Classical Chinese,True,False,,
dufu_chunk_0438,dufu_31002,allusions_context,"Poem: 送裴五赴東川

Literary Allusions and References:
  悲秋",53,Du Fu (杜甫),761年,送裴五赴東川,律詩,Classical Chinese,,,1.0,
dufu_chunk_0439,dufu_30972,poem_content,"Poem Title: 赴青城縣出成都寄陶王二少尹

Poem Text:
老恥妻孥笑，
貧嗟出入勞。
客情投異縣，
詩態憶吾曹。
東郭滄江合，
西山白雪高。
文章差底病，
回首興滔滔。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",145,Du Fu (杜甫),761年,赴青城縣出成都寄陶王二少尹,律詩,Classical Chinese,False,True,,
dufu_chunk_0440,dufu_30972,annotations_context,"Poem: 赴青城縣出成都寄陶王二少尹

Scholarly Annotations:
  一作老被樊籠役
  一作君
  一作浪",65,Du Fu (杜甫),761年,赴青城縣出成都寄陶王二少尹,律詩,Classical Chinese,,,,3.0
dufu_chunk_0441,dufu_31768,poem_content,"Poem Title: 野望因過常少仙

Poem Text:
野橋齊度馬，
秋望轉悠哉。
竹覆青城合，
江從灌口來。
入村樵徑引，
嘗果栗皺開。
落盡高天日，
幽人未遣迴。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",139,Du Fu (杜甫),761年,野望因過常少仙,律詩,Classical Chinese,False,True,,
dufu_chunk_0442,dufu_31768,annotations_context,"Poem: 野望因過常少仙

Scholarly Annotations:
  一作園",43,Du Fu (杜甫),761年,野望因過常少仙,律詩,Classical Chinese,,,,1.0
dufu_chunk_0443,dufu_30839,poem_content,"Poem Title: 奉簡高三十五使君

Poem Text:
當代論才子，
如公復幾人。
驊騮開道路，
鷹隼出風塵。
行色秋將晚，
交情老更親。
天涯喜相見，
披豁對吾真。

Creation Date: 760年
Location: CN5101
Poem Type: 律詩",140,Du Fu (杜甫),760年,奉簡高三十五使君,律詩,Classical Chinese,True,True,,
dufu_chunk_0444,dufu_30839,allusions_context,"Poem: 奉簡高三十五使君

Literary Allusions and References:
  驊騮",55,Du Fu (杜甫),760年,奉簡高三十五使君,律詩,Classical Chinese,,,1.0,
dufu_chunk_0445,dufu_30839,annotations_context,"Poem: 奉簡高三十五使君

Scholarly Annotations:
  一作道",44,Du Fu (杜甫),760年,奉簡高三十五使君,律詩,Classical Chinese,,,,1.0
dufu_chunk_0446,dufu_31219,poem_content,"Poem Title: 酬高使君相贈

Poem Text:
古寺僧牢落，
空房客寓居。
故人供祿米，
鄰舍與園蔬。
雙樹容聽法，
三車肯載書。
草玄吾豈敢，
賦或似相如。

Creation Date: 760年
Location: CN5101
Poem Type: 律詩",138,Du Fu (杜甫),760年,酬高使君相贈,律詩,Classical Chinese,True,True,,
dufu_chunk_0447,dufu_31219,allusions_context,"Poem: 酬高使君相贈

Literary Allusions and References:
  草玄",53,Du Fu (杜甫),760年,酬高使君相贈,律詩,Classical Chinese,,,1.0,
dufu_chunk_0448,dufu_31219,annotations_context,"Poem: 酬高使君相贈

Scholarly Annotations:
  一作得
  窺基師以三車自隨，前乘經論箱袟，中乘自御，後乘妓女食饌，詩言我如三車自隨，但當用以載書耳
  一作比",95,Du Fu (杜甫),760年,酬高使君相贈,律詩,Classical Chinese,,,,3.0
dufu_chunk_0449,dufu_30969,poem_content,"Poem Title: 草堂即事

Poem Text:
荒村建子月，
獨樹老夫家。
霧裏江船渡，
風前徑竹斜。
寒魚依密藻，
宿鷺起圓沙。
蜀酒禁愁得，
無錢何處賒。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",136,Du Fu (杜甫),761年,草堂即事,律詩,Classical Chinese,False,True,,
dufu_chunk_0450,dufu_30969,annotations_context,"Poem: 草堂即事

Scholarly Annotations:
  上元二年建子月壬午朔，上受朝賀如正旦儀，以其月爲歲首
  一作雪",69,Du Fu (杜甫),761年,草堂即事,律詩,Classical Chinese,,,,2.0
dufu_chunk_0451,dufu_31266,poem_content,"Poem Title: 魏十四侍御就弊廬相別

Poem Text:
有客騎驄馬，
江邊問草堂。
遠尋留藥價，
惜別到文場。
入幕旌旗動，
歸軒錦繡香。
時應念衰疾，
書疏及滄浪。

Creation Date: 762年
Location: CN5101
Poem Type: 律詩",142,Du Fu (杜甫),762年,魏十四侍御就弊廬相別,律詩,Classical Chinese,True,True,,
dufu_chunk_0452,dufu_31266,allusions_context,"Poem: 魏十四侍御就弊廬相別

Literary Allusions and References:
  驄馬
  滄浪",62,Du Fu (杜甫),762年,魏十四侍御就弊廬相別,律詩,Classical Chinese,,,2.0,
dufu_chunk_0453,dufu_31266,annotations_context,"Poem: 魏十四侍御就弊廬相別

Scholarly Annotations:
  一作倒
  一作迹",52,Du Fu (杜甫),762年,魏十四侍御就弊廬相別,律詩,Classical Chinese,,,,2.0
dufu_chunk_0454,dufu_31034,poem_content,"Poem Title: 徐九少尹見過

Poem Text:
晚景孤村僻，
行軍數騎來。
交新徒有喜，
禮厚媿無才。
賞靜憐雲竹，
忘歸步月臺。
何當看花蘂，
欲發照江梅。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",138,Du Fu (杜甫),761年,徐九少尹見過,律詩,Classical Chinese,False,True,,
dufu_chunk_0455,dufu_31034,annotations_context,"Poem: 徐九少尹見過

Scholarly Annotations:
  唐以少尹爲行軍長史",48,Du Fu (杜甫),761年,徐九少尹見過,律詩,Classical Chinese,,,,1.0
dufu_chunk_0456,dufu_30878,poem_content,"Poem Title: 范二員外邈吳十侍御郁特枉駕闕展待聊寄此

Poem Text:
暫往比鄰去，
空聞二妙歸。
幽棲誠簡略，
衰白已光輝。
野外貧家遠，
村中好客稀。
論文或不媿，
肯重欵柴扉。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",151,Du Fu (杜甫),761年,范二員外邈吳十侍御郁特枉駕闕展待聊寄此,律詩,Classical Chinese,False,True,,
dufu_chunk_0457,dufu_30878,annotations_context,"Poem: 范二員外邈吳十侍御郁特枉駕闕展待聊寄此

Scholarly Annotations:
  一本下有作字
  一作至",64,Du Fu (杜甫),761年,范二員外邈吳十侍御郁特枉駕闕展待聊寄此,律詩,Classical Chinese,,,,2.0
dufu_chunk_0458,dufu_30627,poem_content,"Poem Title: 王竟攜酒高亦同過共用寒字

Poem Text:
臥病荒郊遠，
通行小徑難。
故人能領客，
攜酒重相看。
自媿無鮭菜，
空煩卸馬鞍。
移樽勸山簡，
頭白恐風寒。

Creation Date: 761年
Location: CN5101
Poem Type: 律詩",144,Du Fu (杜甫),761年,王竟攜酒高亦同過共用寒字,律詩,Classical Chinese,True,True,,
dufu_chunk_0459,dufu_30627,allusions_context,"Poem: 王竟攜酒高亦同過共用寒字

Literary Allusions and References:
  山簡
  無鮭菜",65,Du Fu (杜甫),761年,王竟攜酒高亦同過共用寒字,律詩,Classical Chinese,,,2.0,
dufu_chunk_0460,dufu_30627,annotations_context,"Poem: 王竟攜酒高亦同過共用寒字

Scholarly Annotations:
  一作蝦
  原注：高每云：“汝年幾且不必小于我。”故此句戲之",75,Du Fu (杜甫),761年,王竟攜酒高亦同過共用寒字,律詩,Classical Chinese,,,,2.0
dufu_chunk_0461,dufu_31084,poem_content,"Poem Title: 陪李七司馬皂江上觀造竹橋即日成往來之人免冬寒入水聊題短作簡李公二首

Poem Text:
把燭成橋夜，
迴舟坐客時。
天高雲去盡，
江迥月來遲。
衰謝多扶病，
招邀屢有期。
異方乘此興，
樂罷不無悲。

Creation Date: 761年
Location: CN510184
Poem Type: 律詩",167,Du Fu (杜甫),761年,陪李七司馬皂江上觀造竹橋即日成往來之人免冬寒入水聊題短作簡李公二首,律詩,Classical Chinese,False,True,,
dufu_chunk_0462,dufu_31084,annotations_context,"Poem: 陪李七司馬皂江上觀造竹橋即日成往來之人免冬寒入水聊題短作簡李公二首

Scholarly Annotations:
  第二首，草堂本題云《觀作橋成月夜舟中有述還呈李司馬》。
  一作橋成
  一作客坐",107,Du Fu (杜甫),761年,陪李七司馬皂江上觀造竹橋即日成往來之人免冬寒入水聊題短作簡李公二首,律詩,Classical Chinese,,,,3.0
dufu_chunk_0463,dufu_30756,poem_content,"Poem Title: 觀李固請司馬弟山水圖三首

Poem Text:
簡易高人意，
匡牀竹火爐。
寒天留遠客，
碧海挂新圖。
雖對連山好，
貪看絕島孤。
羣仙不愁思，
冉冉下蓬壺。

Creation Date: 764年
Location: CN5101
Poem Type: 律詩",144,Du Fu (杜甫),764年,觀李固請司馬弟山水圖三首,律詩,Classical Chinese,False,True,,
dufu_chunk_0464,dufu_30756,annotations_context,"Poem: 觀李固請司馬弟山水圖三首

Scholarly Annotations:
  一作體",48,Du Fu (杜甫),764年,觀李固請司馬弟山水圖三首,律詩,Classical Chinese,,,,1.0
dufu_chunk_0465,dufu_30757,poem_content,"Poem Title: 觀李固請司馬弟山水圖三首

Poem Text:
方丈渾連水，
天臺總映雲。
人間長見畫，
老去恨空聞。
范蠡舟偏小，
王喬鶴不羣。
此生隨萬物，
何路出塵氛。

Creation Date: 764年
Location: CN5101
Poem Type: 律詩",144,Du Fu (杜甫),764年,觀李固請司馬弟山水圖三首,律詩,Classical Chinese,True,True,,
